business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B0193,Partnership,105,1000000,equipment purchase,2759071,208889,1.1,11.0,5,16345.62,4,0,residential,18,1,3.0,1,0,0.36,9,0
B0194,LLP,90,2500000,expansion,17189918,1007813,1.42,49.0,8,47175.28,14,0,residential,12,1,7.0,1,3,0.15,17,0
B0195,Pvt Ltd,94,250000,working capital,17372835,1043845,1.39,15.0,3,32701.65,14,0,commercial,55,1,3.0,0,4,0.01,18,0
B0196,Pvt Ltd,91,1000000,working capital,4749341,434681,0.91,19.0,3,26635.95,9,0,commercial,41,1,4.0,0,1,0.21,20,0
B0197,Proprietorship,67,1000000,working capital,15804321,1335405,0.99,43.0,2,10176.74,3,0,commercial,16,1,1.0,1,3,0.06,11,0
B0198,Proprietorship,14,100000,inventory,14242603,1415485,0.84,15.0,4,41668.74,11,0,coworking,30,1,9.0,1,2,0.01,10,0
B0199,Proprietorship,96,250000,working capital,11044674,810169,1.14,,4,10209.95,3,0,commercial,13,0,3.0,1,2,0.02,5,1
B0200,Proprietorship,111,250000,equipment purchase,10044439,995473,0.84,38.0,11,12412.68,4,0,commercial,18,1,9.0,0,1,0.02,5,0
B0201,LLP,70,250000,inventory,2016871,160558,1.05,15.0,9,9592.56,9,0,commercial,12,0,9.0,1,4,0.12,22,0
B0202,Pvt Ltd,115,5000000,expansion,14585524,921342,1.32,9.0,6,7907.47,9,1,commercial,54,1,2.0,1,2,0.34,7,1
B0203,Pvt Ltd,40,500000,equipment purchase,13288980,1424962,0.78,5.0,6,47665.62,1,0,residential,34,1,7.0,0,2,0.04,21,0
B0204,Proprietorship,65,1000000,inventory,16132121,1353971,0.99,19.0,5,30101.58,8,0,commercial,51,1,7.0,0,2,0.06,9,0
B0205,LLP,85,5000000,working capital,17830029,1601266,0.93,24.0,3,31891.86,10,0,residential,33,1,6.0,0,4,0.28,21,0
B0206,Pvt Ltd,62,250000,expansion,10205276,937591,0.91,29.0,6,47716.27,13,0,commercial,6,1,5.0,1,2,0.02,1,0
B0207,Pvt Ltd,24,1000000,working capital,13621698,1041432,1.09,5.0,1,11528.75,1,0,residential,18,1,8.0,1,1,0.07,12,0
B0208,LLP,83,250000,equipment purchase,12780206,1223190,0.87,22.0,12,295.88,2,1,commercial,3,1,3.0,0,1,0.02,18,0
B0209,Pvt Ltd,101,2500000,equipment purchase,11012005,1121535,0.82,13.0,11,29944.18,10,0,virtual office,54,1,3.0,1,1,0.23,21,0
B0210,Pvt Ltd,95,100000,inventory,10448949,811806,1.07,49.0,8,25392.24,11,1,commercial,6,1,5.0,1,3,0.01,21,0
B0211,LLP,103,2500000,equipment purchase,3196314,291450,0.91,47.0,6,23882.52,5,0,residential,36,1,0.0,1,1,0.78,5,0
B0212,LLP,28,250000,expansion,4998965,480848,0.87,46.0,1,3094.01,11,0,residential,49,1,1.0,1,0,0.05,3,1
B0213,LLP,84,250000,inventory,7442362,504887,1.23,29.0,9,22721.74,13,0,commercial,55,1,1.0,1,2,0.03,10,0
B0214,Pvt Ltd,111,1000000,expansion,13683085,1025726,1.11,16.0,1,14377.98,11,0,commercial,50,1,9.0,1,1,0.07,17,0
B0215,Proprietorship,44,250000,working capital,13653550,870729,1.31,36.0,12,13728.23,14,0,coworking,22,1,3.0,0,4,0.02,23,0
B0216,Pvt Ltd,44,500000,expansion,5001461,442347,0.94,17.0,5,11119.08,12,0,commercial,7,0,4.0,0,4,0.1,1,0
B0217,Pvt Ltd,53,250000,expansion,13122825,1291026,0.85,20.0,10,16626.42,13,0,coworking,30,1,1.0,1,4,0.02,2,0
B0218,Proprietorship,49,1000000,equipment purchase,6873624,610895,0.94,14.0,6,17656.65,6,1,commercial,2,1,7.0,1,3,0.15,16,0
B0219,LLP,106,250000,working capital,1903400,128141,1.24,6.0,8,15438.79,2,0,commercial,32,1,4.0,1,4,0.13,8,0
B0220,Proprietorship,109,100000,equipment purchase,15126849,1295641,0.97,22.0,3,48937.64,10,1,commercial,15,1,7.0,0,3,0.01,18,1
B0221,LLP,25,250000,working capital,5714435,571900,0.83,40.0,7,,5,1,commercial,22,1,8.0,0,2,0.04,17,0
B0222,LLP,70,500000,working capital,3317422,243729,1.13,9.0,9,28725.5,3,0,commercial,49,1,8.0,1,0,0.15,5,0
B0223,Pvt Ltd,59,100000,expansion,10616029,1061240,0.83,32.0,12,49052.74,7,0,commercial,38,1,3.0,0,4,0.01,23,0
B0224,Pvt Ltd,88,250000,equipment purchase,549875,53648,0.85,,1,49559.9,12,0,coworking,8,0,9.0,1,4,0.45,3,0
B0225,Pvt Ltd,84,250000,expansion,12894715,766208,1.4,33.0,5,17796.99,12,0,residential,8,1,1.0,1,3,0.02,16,0
B0226,Pvt Ltd,43,100000,expansion,18335378,1289088,1.19,13.0,3,22259.38,1,1,commercial,39,1,,0,3,0.01,22,1
B0227,Partnership,102,500000,expansion,17104920,1462136,0.97,35.0,7,47953.09,5,0,commercial,36,1,,1,0,0.03,18,1
B0228,Pvt Ltd,51,2500000,working capital,5122410,482603,0.88,6.0,8,30431.31,12,0,residential,20,0,9.0,0,1,0.49,20,0
B0229,Proprietorship,19,100000,equipment purchase,9344905,956543,0.81,49.0,1,10646.45,3,0,commercial,37,1,3.0,1,3,0.01,10,0
B0230,LLP,78,500000,equipment purchase,19927463,1801152,0.92,,6,34469.03,11,1,virtual office,8,0,5.0,1,0,0.03,17,0
B0231,Proprietorship,117,500000,expansion,12867945,995342,1.08,30.0,6,10287.31,2,0,commercial,14,0,8.0,0,2,0.04,23,0
B0232,LLP,28,250000,working capital,1617201,109265,1.23,38.0,7,16967.89,12,1,residential,20,1,6.0,1,4,0.15,15,1
B0233,LLP,55,1000000,equipment purchase,12966082,1249089,0.87,16.0,12,11378.01,12,0,commercial,57,1,3.0,1,4,0.08,18,0
B0234,LLP,45,250000,inventory,9207069,632271,1.21,1.0,4,12249.01,3,0,residential,35,1,6.0,0,0,0.03,8,0
B0235,Pvt Ltd,102,500000,equipment purchase,3030346,282139,0.9,42.0,10,232.78,10,1,commercial,25,0,1.0,0,0,0.16,16,1
B0236,Proprietorship,119,100000,expansion,6021457,405809,1.24,18.0,12,44035.44,4,1,commercial,18,1,4.0,1,4,0.02,15,0
B0237,Pvt Ltd,37,500000,inventory,2149383,135166,1.33,22.0,2,14799.52,11,0,commercial,54,0,8.0,1,3,0.23,5,0
B0238,Pvt Ltd,97,500000,working capital,13847546,981629,1.18,26.0,0,4318.72,2,0,commercial,47,0,8.0,1,1,0.04,18,0
B0239,LLP,89,100000,inventory,17058650,1238113,1.15,14.0,3,,11,0,commercial,21,1,3.0,1,2,0.01,3,0
B0240,Pvt Ltd,74,250000,inventory,2727995,247412,0.92,37.0,2,27800.91,3,0,residential,37,1,,1,1,0.09,10,0
B0241,Partnership,108,5000000,expansion,1132621,75180,1.26,49.0,1,49646.03,2,0,commercial,47,1,4.0,1,1,4.41,19,0
B0242,Partnership,14,250000,equipment purchase,2536287,265926,0.79,14.0,5,,8,0,commercial,59,1,2.0,0,1,0.1,14,0
B0243,Partnership,90,500000,working capital,9043813,778232,0.97,26.0,6,4981.09,6,0,commercial,31,1,,0,4,0.06,23,0
B0244,Pvt Ltd,53,2500000,inventory,17800782,1475327,1.01,36.0,9,21915.19,2,0,residential,6,1,3.0,1,1,0.14,8,0
B0245,Pvt Ltd,19,1000000,expansion,15754669,1261445,1.04,23.0,6,28166.56,1,0,virtual office,42,1,2.0,0,3,0.06,20,0
B0246,Partnership,14,500000,equipment purchase,15770302,1366708,0.96,2.0,11,14719.02,8,0,residential,55,1,3.0,1,3,0.03,10,0
B0247,LLP,43,1000000,inventory,8608789,511841,1.4,39.0,7,,10,1,coworking,52,0,0.0,1,3,0.12,9,0
B0248,Partnership,106,2500000,expansion,14771568,1592931,0.77,7.0,12,21223.83,4,0,coworking,47,1,9.0,1,0,0.17,9,0
B0249,Partnership,74,500000,expansion,9081682,782927,0.97,39.0,1,15707.28,2,0,residential,20,0,7.0,0,2,0.06,18,0
B0250,Proprietorship,60,500000,expansion,7761468,466410,1.39,45.0,10,45766.58,4,0,commercial,28,1,8.0,1,3,0.06,0,0
B0251,Pvt Ltd,89,250000,working capital,7285392,639892,0.95,22.0,11,2097.73,11,0,commercial,41,0,5.0,0,1,0.03,16,0
B0252,Pvt Ltd,43,5000000,equipment purchase,7485195,600217,1.04,,9,11728.51,2,0,commercial,36,1,4.0,0,0,0.67,18,0
B0253,Proprietorship,85,500000,inventory,4556974,271300,1.4,38.0,12,40427.64,11,0,coworking,40,1,8.0,1,4,0.11,17,0
B0254,Pvt Ltd,85,100000,equipment purchase,16578169,1733326,0.8,20.0,5,41697.91,5,0,commercial,26,1,3.0,0,3,0.01,23,0
B0255,Pvt Ltd,26,2500000,equipment purchase,6308331,371318,1.42,,12,5577.75,7,1,commercial,13,1,0.0,1,1,0.4,20,0
B0256,LLP,95,500000,inventory,16129244,1406904,0.96,18.0,5,48688.17,6,0,coworking,49,0,,1,1,0.03,16,0
B0257,Partnership,45,100000,equipment purchase,2965860,315635,0.78,24.0,9,34667.74,2,0,commercial,4,1,0.0,0,4,0.03,18,0
B0258,LLP,39,500000,working capital,4225551,296690,1.19,,12,13629.65,11,1,residential,34,1,8.0,1,0,0.12,2,1
B0259,LLP,102,250000,inventory,1921672,136519,1.17,45.0,0,22801.89,13,1,residential,59,1,3.0,0,1,0.13,12,1
B0260,Pvt Ltd,77,2500000,inventory,13043416,761141,1.43,26.0,1,14856.93,4,1,virtual office,58,1,2.0,1,2,0.19,1,1
B0261,LLP,38,250000,expansion,19028130,1173101,1.35,19.0,12,7501.11,8,0,virtual office,37,1,3.0,0,3,0.01,8,0
B0262,Partnership,46,1000000,equipment purchase,16189305,980711,1.38,48.0,8,14558.9,12,0,virtual office,34,1,0.0,1,0,0.06,12,0
B0263,Pvt Ltd,115,500000,inventory,2276305,226415,0.84,42.0,7,29004.6,14,0,residential,16,1,5.0,1,3,0.22,0,0
B0264,LLP,49,100000,inventory,11383728,1140310,0.83,13.0,11,,14,0,commercial,23,1,6.0,1,3,0.01,9,0
B0265,Proprietorship,41,5000000,working capital,6391393,605062,0.88,10.0,12,18176.45,7,0,residential,58,1,6.0,0,4,0.78,20,0
B0266,Proprietorship,63,500000,expansion,3556151,270162,1.1,14.0,3,17395.08,7,0,virtual office,23,1,4.0,1,2,0.14,2,1
B0267,LLP,92,250000,inventory,15512767,1541907,0.84,9.0,5,23400.04,12,0,commercial,15,1,,1,2,0.02,9,0
B0268,Proprietorship,118,500000,working capital,3856641,329056,0.98,11.0,1,32227.78,12,0,commercial,25,1,9.0,1,4,0.13,18,0
B0269,Pvt Ltd,58,2500000,inventory,12687752,933169,1.13,3.0,11,37580.81,4,0,commercial,29,0,4.0,1,3,0.2,6,0
B0270,Pvt Ltd,19,250000,inventory,4055090,325206,1.04,40.0,4,16339.98,1,0,commercial,36,1,5.0,1,2,0.06,16,0
B0271,Proprietorship,66,100000,inventory,5465697,336805,1.35,12.0,1,29317.62,7,0,commercial,15,0,9.0,0,3,0.02,22,0
B0272,Proprietorship,50,100000,working capital,12122903,1279921,0.79,35.0,12,19468.04,6,0,residential,37,1,7.0,1,0,0.01,11,0
B0273,Proprietorship,61,250000,equipment purchase,6087874,543581,0.93,39.0,4,35819.99,8,0,commercial,35,0,8.0,1,4,0.04,7,0
B0274,Partnership,68,1000000,inventory,10653815,1010994,0.88,46.0,6,8233.75,11,0,commercial,46,1,5.0,1,4,0.09,17,0
B0275,LLP,13,500000,inventory,4147981,382288,0.9,39.0,6,12846.24,13,0,commercial,39,1,2.0,1,2,0.12,2,0
B0276,LLP,18,250000,equipment purchase,15845532,1453365,0.91,,8,21303.02,5,1,commercial,47,1,5.0,1,0,0.02,3,0
B0277,Proprietorship,99,100000,inventory,18046896,1068310,1.41,39.0,2,44470.74,8,0,commercial,37,1,3.0,1,3,0.01,20,0
B0278,LLP,115,250000,expansion,3683965,311670,0.99,,11,28666.29,10,0,commercial,41,1,3.0,0,2,0.07,7,0
B0279,Proprietorship,98,2500000,inventory,4884679,485629,0.84,44.0,3,48269.81,11,0,coworking,28,1,6.0,1,3,0.51,4,0
B0280,Proprietorship,61,250000,expansion,565197,34227,1.38,1.0,8,5163.88,14,1,virtual office,45,1,5.0,0,0,0.44,10,1
B0281,Proprietorship,20,5000000,equipment purchase,5979366,634659,0.79,27.0,7,23008.77,8,0,virtual office,30,1,7.0,0,1,0.84,1,1
B0282,Pvt Ltd,43,500000,working capital,16565477,1317639,1.05,37.0,11,20953.93,9,0,commercial,7,1,7.0,1,2,0.03,18,0
B0283,Pvt Ltd,68,100000,equipment purchase,16864483,1228208,1.14,43.0,6,30010.31,1,0,virtual office,4,1,2.0,1,2,0.01,2,0
B0284,Pvt Ltd,63,2500000,inventory,6215278,527828,0.98,1.0,7,40598.23,3,1,residential,7,1,3.0,1,4,0.4,11,0
B0285,LLP,85,500000,expansion,18776974,1847542,0.85,45.0,8,42072.4,12,0,coworking,33,1,1.0,1,1,0.03,6,0
B0286,Pvt Ltd,92,1000000,working capital,6034048,495220,1.02,29.0,11,33509.73,12,0,commercial,47,1,0.0,0,2,0.17,5,0
B0287,LLP,36,5000000,inventory,6206419,562230,0.92,24.0,12,32076.82,11,0,commercial,47,1,6.0,1,3,0.81,22,1
B0288,LLP,43,100000,working capital,1600100,133334,1.0,17.0,4,47451.48,6,0,commercial,18,0,7.0,0,0,0.06,7,0
B0289,Pvt Ltd,66,100000,working capital,2247844,202074,0.93,35.0,8,19184.37,13,0,coworking,15,0,7.0,1,1,0.04,4,0
B0290,LLP,118,1000000,inventory,18755075,1223485,1.28,,6,41639.17,12,0,residential,35,1,5.0,0,4,0.05,12,0
B0291,Pvt Ltd,48,250000,equipment purchase,5096880,307171,1.38,,3,46075.19,8,0,commercial,37,1,6.0,0,4,0.05,12,0
B0292,Pvt Ltd,110,100000,inventory,14670396,956192,1.28,,5,24576.96,10,0,commercial,5,1,7.0,1,3,0.01,21,0
B0293,Proprietorship,73,100000,inventory,10846887,787757,1.15,,10,36455.13,14,0,virtual office,48,1,3.0,1,0,0.01,0,0
B0294,Pvt Ltd,38,100000,equipment purchase,17560608,1246823,1.17,31.0,0,18850.99,14,0,coworking,23,1,7.0,0,4,0.01,13,0
B0295,Pvt Ltd,76,1000000,expansion,10376252,924442,0.94,39.0,0,7943.95,1,0,residential,57,1,,0,4,0.1,3,0
B0296,LLP,39,100000,inventory,16102595,1306368,1.03,20.0,8,29325.19,12,1,residential,10,1,6.0,0,0,0.01,21,0
B0297,Proprietorship,45,500000,working capital,14981330,902983,1.38,28.0,7,,5,0,commercial,25,1,9.0,1,1,0.03,19,0
B0298,Pvt Ltd,95,500000,inventory,8106436,487007,1.39,3.0,12,,14,0,commercial,22,1,6.0,1,2,0.06,0,0
B0299,LLP,30,250000,inventory,16991076,1068105,1.33,32.0,0,,4,0,virtual office,31,1,7.0,0,2,0.01,13,0
B0300,Pvt Ltd,55,100000,working capital,17286228,1313535,1.1,22.0,12,4300.91,12,1,residential,23,1,4.0,1,0,0.01,18,1
B0301,Pvt Ltd,104,1000000,equipment purchase,16254463,953202,1.42,44.0,10,1521.43,1,0,residential,28,1,1.0,1,0,0.06,18,0
B0302,LLP,25,100000,expansion,17088923,1418939,1.0,42.0,1,30323.89,10,0,commercial,45,1,7.0,1,0,0.01,2,0
B0303,LLP,61,1000000,expansion,14178515,1082768,1.09,44.0,12,16553.07,6,0,commercial,15,0,,0,3,0.07,19,0
B0304,LLP,70,2500000,working capital,11797291,1015810,0.97,15.0,3,20896.89,10,0,commercial,40,1,1.0,1,3,0.21,10,0
B0305,Proprietorship,25,250000,equipment purchase,4533587,427855,0.88,38.0,0,20285.53,13,0,commercial,52,1,4.0,1,0,0.06,8,0
B0306,Partnership,116,500000,inventory,9903024,701945,1.18,19.0,1,4331.01,3,1,commercial,7,1,3.0,1,3,0.05,23,0
B0307,LLP,55,500000,inventory,11959498,791569,1.26,31.0,4,178.32,11,0,coworking,46,0,1.0,1,2,0.04,18,0
B0308,Pvt Ltd,84,250000,inventory,3299888,238370,1.15,26.0,7,44921.16,11,0,residential,38,1,3.0,0,0,0.08,1,1
B0309,Proprietorship,87,2500000,inventory,8791514,513613,1.43,5.0,5,10889.93,5,1,commercial,40,1,6.0,1,2,0.28,12,0
B0310,Pvt Ltd,63,2500000,inventory,16237858,1044646,1.3,20.0,5,21303.95,6,0,commercial,15,1,4.0,1,2,0.15,2,0
B0311,LLP,63,250000,working capital,1569077,150435,0.87,2.0,3,48596.29,4,0,virtual office,49,1,3.0,0,3,0.16,10,0
B0312,Pvt Ltd,27,500000,inventory,5427653,377079,1.2,21.0,1,41338.13,8,0,commercial,5,1,1.0,1,4,0.09,13,0
B0313,Pvt Ltd,39,2500000,inventory,13783761,1489312,0.77,36.0,2,5396.54,10,0,residential,12,1,1.0,1,4,0.18,14,1
B0314,Partnership,76,5000000,equipment purchase,11474020,765602,1.25,28.0,12,25425.95,12,0,commercial,13,1,0.0,1,1,0.44,4,0
B0315,Proprietorship,82,500000,inventory,19854262,1941189,0.85,20.0,5,36503.95,6,0,commercial,3,1,,0,1,0.03,6,0
B0316,LLP,44,500000,expansion,14303510,1338601,0.89,37.0,5,34919.64,7,0,commercial,57,1,5.0,1,4,0.03,1,0
B0317,LLP,63,250000,working capital,19571351,1456890,1.12,39.0,4,38042.09,2,0,commercial,57,0,5.0,0,0,0.01,5,0
B0318,Pvt Ltd,40,5000000,working capital,2104313,157550,1.11,36.0,5,22872.73,14,1,commercial,19,0,3.0,1,4,2.38,10,1
B0319,Pvt Ltd,112,100000,working capital,15531541,1343647,0.96,11.0,10,,7,0,residential,26,1,8.0,1,3,0.01,1,0
B0320,Pvt Ltd,70,500000,expansion,12520116,1263931,0.83,3.0,12,23243.62,7,0,residential,30,1,3.0,1,4,0.04,12,1
B0321,LLP,13,250000,inventory,14938163,1159839,1.07,37.0,12,32394.36,2,0,coworking,28,1,2.0,1,0,0.02,0,0
B0322,Proprietorship,26,250000,working capital,1009590,61981,1.36,20.0,0,30429.6,3,0,virtual office,15,1,9.0,1,0,0.25,2,0
B0323,LLP,99,250000,expansion,2102243,161986,1.08,32.0,5,3526.1,3,0,commercial,18,1,8.0,1,1,0.12,19,0
B0324,Pvt Ltd,15,5000000,equipment purchase,12072116,829341,1.21,47.0,4,3247.62,1,0,commercial,53,1,0.0,1,1,0.41,1,0
B0325,Partnership,31,100000,inventory,16128308,1698208,0.79,25.0,7,48262.89,1,0,residential,52,1,1.0,0,0,0.01,18,0
B0326,Proprietorship,62,500000,expansion,9671342,901340,0.89,21.0,12,7590.27,10,1,commercial,7,1,0.0,0,2,0.05,21,1
B0327,LLP,103,100000,inventory,17035056,1037008,1.37,16.0,5,14723.12,11,0,coworking,14,1,6.0,1,1,0.01,8,0
B0328,LLP,27,100000,equipment purchase,2350170,171521,1.14,48.0,12,38381.72,6,0,commercial,24,1,0.0,1,3,0.04,17,0
B0329,LLP,96,250000,expansion,8151922,495996,1.37,42.0,11,20483.85,9,0,coworking,52,0,0.0,1,2,0.03,22,0
B0330,Pvt Ltd,36,500000,inventory,15848529,1582224,0.83,1.0,11,9073.24,9,0,coworking,51,0,5.0,1,3,0.03,0,0
B0331,Pvt Ltd,45,250000,expansion,16227877,1681989,0.8,23.0,9,23361.62,11,0,commercial,57,1,5.0,0,3,0.02,19,0
B0332,Proprietorship,90,250000,working capital,2084492,133297,1.3,43.0,3,28447.5,14,1,commercial,24,0,4.0,1,0,0.12,13,1
B0333,Pvt Ltd,118,100000,inventory,11158864,896590,1.04,49.0,2,22638.33,1,0,commercial,11,1,3.0,0,2,0.01,13,0
B0334,Pvt Ltd,70,250000,expansion,11286420,1184255,0.79,24.0,9,45947.3,12,1,commercial,59,1,,1,1,0.02,17,0
B0335,Pvt Ltd,106,5000000,working capital,10331876,677708,1.27,47.0,11,14234.96,7,0,residential,39,1,2.0,1,0,0.48,12,0
B0336,Pvt Ltd,71,2500000,equipment purchase,15468448,1128090,1.14,25.0,0,33066.61,6,0,commercial,43,1,0.0,0,4,0.16,3,1
B0337,Proprietorship,114,250000,inventory,9392812,690813,1.13,7.0,6,5614.74,4,0,commercial,40,0,0.0,1,1,0.03,17,0
B0338,Proprietorship,56,500000,inventory,19778506,1183471,1.39,38.0,4,19614.27,11,1,coworking,56,1,4.0,0,4,0.03,18,1
B0339,LLP,54,2500000,equipment purchase,9739238,585785,1.39,,3,37049.66,3,0,coworking,10,1,2.0,1,0,0.26,23,0
B0340,Pvt Ltd,76,100000,working capital,9162841,971013,0.79,47.0,8,11240.85,9,0,commercial,56,1,2.0,0,3,0.01,3,0
B0341,LLP,67,1000000,equipment purchase,17834104,1549568,0.96,39.0,6,29488.55,10,0,virtual office,43,1,1.0,1,3,0.06,5,0
B0342,LLP,42,2500000,inventory,4871552,358866,1.13,35.0,9,7671.85,5,0,commercial,33,1,8.0,0,2,0.51,11,0
B0343,Pvt Ltd,118,100000,expansion,14926087,1153294,1.08,14.0,12,,8,0,virtual office,20,1,,1,1,0.01,8,0
B0344,LLP,100,100000,working capital,4584396,431279,0.89,9.0,7,26161.64,4,0,commercial,42,1,6.0,1,4,0.02,12,0
B0345,Pvt Ltd,85,5000000,working capital,9236717,708079,1.09,3.0,3,33750.55,4,0,coworking,39,1,1.0,1,4,0.54,23,0
B0346,LLP,114,500000,working capital,10404053,725384,1.2,38.0,9,5668.35,6,0,residential,22,1,0.0,0,2,0.05,13,1
B0347,LLP,62,100000,equipment purchase,12106231,767840,1.31,20.0,11,45888.81,6,0,commercial,35,0,7.0,1,1,0.01,14,0
B0348,Pvt Ltd,18,250000,equipment purchase,14889349,1411212,0.88,41.0,9,11288.61,3,0,commercial,51,1,9.0,1,3,0.02,13,0
B0349,Pvt Ltd,92,250000,expansion,18384442,1238405,1.24,33.0,7,5998.77,2,0,commercial,28,1,,1,0,0.01,17,0
B0350,LLP,78,500000,expansion,13010821,804273,1.35,41.0,3,10134.95,11,0,residential,36,1,8.0,1,2,0.04,1,1
B0351,LLP,99,1000000,working capital,2016660,160689,1.05,44.0,0,8478.62,9,0,virtual office,30,1,8.0,0,0,0.5,2,1
B0352,Proprietorship,47,5000000,expansion,9589580,578365,1.38,32.0,10,4533.73,2,0,residential,58,0,3.0,0,0,0.52,17,0
B0353,LLP,81,250000,equipment purchase,4417342,470814,0.78,36.0,7,,9,0,virtual office,6,0,9.0,0,2,0.06,18,0
B0354,Pvt Ltd,20,500000,expansion,3949808,354289,0.93,26.0,0,24776.89,14,0,residential,1,1,2.0,1,4,0.13,17,0
B0355,Pvt Ltd,97,500000,equipment purchase,11355716,749115,1.26,48.0,12,19425.97,11,0,coworking,58,1,4.0,0,1,0.04,14,0
B0356,LLP,17,250000,expansion,16211426,1085452,1.24,5.0,11,47531.4,14,0,residential,4,1,5.0,0,4,0.02,21,0
B0357,Pvt Ltd,93,100000,inventory,14193188,1232320,0.96,49.0,2,18550.42,10,0,commercial,25,1,9.0,0,3,0.01,23,0
B0358,LLP,32,5000000,equipment purchase,2620910,199612,1.09,30.0,6,8348.64,11,0,residential,39,1,3.0,1,1,1.91,5,1
B0359,Partnership,58,2500000,inventory,5438291,527768,0.86,17.0,2,13702.14,13,0,commercial,11,1,,1,2,0.46,3,0
B0360,LLP,87,500000,equipment purchase,700073,59942,0.97,6.0,12,11948.33,10,0,coworking,38,1,6.0,1,2,0.71,9,0
B0361,Pvt Ltd,110,500000,expansion,18351414,1468113,1.04,15.0,7,24937.06,7,0,commercial,59,1,4.0,0,2,0.03,11,0
B0362,LLP,24,250000,inventory,11494671,1223979,0.78,1.0,4,14575.26,12,0,commercial,37,1,1.0,0,0,0.02,4,1
B0363,LLP,100,500000,expansion,17808304,1386728,1.07,13.0,2,25803.06,5,0,commercial,12,1,8.0,1,2,0.03,19,0
B0364,LLP,26,500000,equipment purchase,10707341,839068,1.06,48.0,4,33464.67,13,0,residential,29,1,7.0,0,3,0.05,4,0
B0365,Partnership,17,500000,inventory,8399859,769611,0.91,34.0,4,38864.94,3,0,commercial,34,1,9.0,0,3,0.06,15,1
B0366,Pvt Ltd,74,5000000,working capital,13316171,1315734,0.84,30.0,7,35507.89,2,0,coworking,18,1,,1,2,0.38,17,0
B0367,Partnership,18,500000,expansion,15838024,1419785,0.93,19.0,11,,11,0,commercial,54,1,8.0,0,1,0.03,14,0
B0368,Partnership,62,250000,equipment purchase,2158027,201265,0.89,2.0,8,5794.99,8,0,commercial,9,1,9.0,0,3,0.12,7,0
B0369,Pvt Ltd,106,1000000,inventory,2300917,177124,1.08,44.0,5,,2,0,commercial,46,1,1.0,1,1,0.43,0,0
B0370,Pvt Ltd,18,100000,expansion,778833,64104,1.01,12.0,9,9945.59,8,1,commercial,12,1,,0,1,0.13,8,0
B0371,Pvt Ltd,115,250000,inventory,18145107,1237225,1.22,40.0,2,4246.69,5,0,commercial,9,1,8.0,1,1,0.01,11,0
B0372,Pvt Ltd,107,250000,expansion,2635621,243388,0.9,44.0,1,26354.72,9,0,commercial,1,1,5.0,1,2,0.09,0,0
B0373,Pvt Ltd,18,250000,expansion,6399198,444142,1.2,24.0,10,16339.71,4,0,commercial,7,1,1.0,0,0,0.04,4,0
B0374,LLP,115,1000000,expansion,4421046,258172,1.43,11.0,2,37807.45,8,0,commercial,39,1,5.0,0,2,0.23,8,0
B0375,Pvt Ltd,75,500000,inventory,6766283,710604,0.79,2.0,8,15709.58,13,0,commercial,42,1,4.0,1,3,0.07,0,0
B0376,Pvt Ltd,39,1000000,inventory,7637900,562409,1.13,1.0,6,48935.86,11,0,residential,34,1,9.0,1,3,0.13,13,0
B0377,Proprietorship,20,500000,expansion,2030732,138424,1.22,28.0,10,37926.16,7,1,commercial,32,1,4.0,1,3,0.25,16,0
B0378,Pvt Ltd,40,250000,working capital,15361918,1102074,1.16,4.0,10,2884.66,12,1,commercial,28,1,4.0,1,3,0.02,2,0
B0379,Proprietorship,116,1000000,working capital,9357343,700450,1.11,41.0,8,25443.64,8,0,commercial,26,1,1.0,0,0,0.11,15,0
B0380,Pvt Ltd,44,250000,working capital,16460619,1350769,1.02,30.0,12,28131.03,5,1,commercial,36,1,5.0,1,1,0.02,7,0
B0381,Pvt Ltd,99,250000,equipment purchase,8816851,544889,1.35,7.0,5,34765.14,2,0,commercial,40,1,6.0,0,2,0.03,18,0
B0382,LLP,75,500000,working capital,2097506,127878,1.37,22.0,7,24889.84,7,0,residential,54,1,,1,3,0.24,14,0
B0383,LLP,90,250000,inventory,10278331,750100,1.14,26.0,9,24172.18,3,0,coworking,59,1,4.0,1,1,0.02,1,0
B0384,Proprietorship,99,100000,working capital,3121645,228259,1.14,29.0,10,18396.93,13,0,commercial,14,1,4.0,0,2,0.03,5,0
B0385,Proprietorship,41,500000,inventory,9767985,627257,1.3,25.0,8,13573.07,10,0,commercial,45,1,8.0,1,0,0.05,9,0
B0386,Proprietorship,35,500000,equipment purchase,10972521,862142,1.06,10.0,2,47310.01,10,0,commercial,31,1,5.0,1,4,0.05,20,0
B0387,Pvt Ltd,85,250000,inventory,6200366,449742,1.15,20.0,6,15879.83,10,0,commercial,16,1,6.0,1,0,0.04,12,0
B0388,Pvt Ltd,20,5000000,inventory,5838578,348190,1.4,14.0,8,3171.07,12,0,commercial,39,1,3.0,1,4,0.86,14,0
